Artifact Id,Example,Example Source,Example Description
d3f:Command,Pgrep,dbpedia,"<b>pgrep</b> is a command-line utility initially written for use with the Solaris 7 operating system by Mike Shapiro. It has since been available in illumos and reimplemented for the Linux and BSDs (DragonFly BSD, FreeBSD, NetBSD, and OpenBSD). It searches for all the named processes that can be specified as extended regular expression patterns, and—by default—returns their process ID. Alternatives include <a href=""/w/index.php?title=Pidof&action=edit&redlink=1"" class=""new"" title=""Pidof (page does not exist)"">pidof</a> (finds process ID given a program name) and <a href=""/wiki/Ps_(Unix)"" title=""Ps (Unix)"">ps</a>."
d3f:Command,SUBST,dbpedia,"In computing, <a rel=""nofollow"" class=""external text"" href=""https://windowscmd.com/subst-command/"">SUBST</a> is a command on the DOS, IBM OS/2, Microsoft Windows and ReactOS operating systems used for substituting paths on physical and logical drives as virtual drives."
d3f:Command,W (Unix),dbpedia,"The command w on many Unix-like operating systems provides a quick summary of every user logged into a computer, what each user is currently doing, and what load all the activity is imposing on the computer itself. The command is a one-command combination of several other Unix programs: who, uptime, and ps -a."
d3f:Command,Tr (Unix),dbpedia,"tr is a command in Unix, Plan 9, Inferno, and Unix-like operating systems. It is an abbreviation of translate or transliterate, indicating its operation of replacing or removing specific characters in its input data set."
d3f:Command,WBAdmin,dbpedia,"In computing, WBAdmin is a command-line utility built into Windows Vista, Windows Server 2008, Windows 7, Windows Server 2008 R2, Windows 8, Windows Server 2012, and Windows 10 operating systems. The command is used to perform backups and restores of operating systems, drive volumes, computer files, folders, and applications from a command-line interface."
d3f:Command,Uname,dbpedia,"uname (short for unix name) is a computer program in Unix and Unix-like computer operating systems that prints the name, version and other details about the current machine and the operating system running on it."
d3f:Command,Crypt (Unix),dbpedia,"In Unix computing, crypt or enigma is a utility program used for encryption. Due to the ease of breaking it, it is considered to be obsolete. The program is usually used as a filter, and it has traditionally been implemented using a ""rotor machine"" algorithm based on the Enigma machine. It is considered to be cryptographically far too weak to provide any security against brute-force attacks by modern, commodity personal computers."
d3f:Command,Ping (networking utility),dbpedia,"ping is a computer network administration software utility used to test the reachability of a host on an Internet Protocol (IP) network. It is available for virtually all operating systems that have networking capability, including most embedded network administration software. Ping measures the round-trip time for messages sent from the originating host to a destination computer that are echoed back to the source. The name comes from active sonar terminology that sends a pulse of sound and listens for the echo to detect objects under water."
d3f:Command,Command (Unix),dbpedia,The command command in Unix and Unix-like operating systems is a utility to execute a command. It is specified in the POSIX standard. It is present in Unix shells as a shell builtin function. The argument(s) passed is a command with its arguments. The passed command is run with the normal shell function lookup suppressed.
d3f:Command,Start (command),dbpedia,"In computing, start is a command of the IBM OS/2, Microsoft Windows and ReactOS command-line interpreter cmd.exe (and some versions of COMMAND.COM) to start programs or batch files or to open files or directories using the default program. start is not available as a standalone program. The underlying Win32 API is ShellExecute. The command is also one of the basic commands implemented in the Keyboard Monitor (KMON) of the DEC RT-11 operating system.The TOPS-10 and TOPS-20 operating systems also provide a start command. It is used to start a program in memory at a specified address."
d3f:Command,MSCDEX,dbpedia,MSCDEX or Microsoft CD-ROM Extensions is a software program produced by Microsoft and included with MS-DOS 6.x and certain versions of Windows to provide CD-ROM support. Earlier versions of MSCDEX since 1986 were installable add-ons for MS-DOS 3.1 and higher.
d3f:Command,Patch (Unix),dbpedia,"The computer tool patch is a Unix program that updates text files according to instructions contained in a separate file, called a patch file. The patch file (also called a patch for short) is a text file that consists of a list of differences and is produced by running the related diff program with the original and updated file as arguments. Updating files with patch is often referred to as applying the patch or simply patching the files."
d3f:Command,Watch (command),dbpedia,"watch is a command-line tool, part of the Linux procps and procps-ng packages, that runs the specified command repeatedly and displays the results on standard output so the user can watch it change over time. By default, the command is run every two seconds, although this is adjustable with the -n <i>secs</i> argument. Since the command is passed to sh -c, it may be necessary to encase it in quotes for it to run correctly."
d3f:Command,Recover (command),dbpedia,"In computing, recover is a primitive file system error recovery utility included in MS-DOS / IBM PC DOS versions prior to DOS 6.0 and a number of other operating systems."
d3f:Command,TIME (command),dbpedia,"In computing, TIME is a command in DEC RT-11, DOS, IBM OS/2, Microsoft Windows and a number of other operating systems that is used to display and set the current system time. It is included in command-line interpreters (shells) such as <a href=""/wiki/COMMAND.COM"" title=""COMMAND.COM"">COMMAND.COM</a>, <a href=""/wiki/Cmd.exe"" title=""Cmd.exe"">cmd.exe</a>, 4DOS, 4OS2 and 4NT."
d3f:Command,Berkeley r-commands,dbpedia,"The Berkeley r-commands are a suite of computer programs designed to enable users of one Unix system to log in or issue commands to another Unix computer via TCP/IP computer network. The r-commands were developed in 1982 by the Computer Systems Research Group at the University of California, Berkeley, based on an early implementation of TCP/IP (the protocol stack of the Internet)."
d3f:Command,Du (Unix),dbpedia,du (abbreviated from disk usage) is a standard Unix program used to estimate file space usage—space used under a particular directory or files on a file system. A Windows commandline version of this program is part of Sysinternals suite by Mark Russinovich.
d3f:Command,Runas,dbpedia,"In computing, runas (a compound word, from “run as”) is a command in the Microsoft Windows line of operating systems that allows a user to run specific tools and programs under a different username to the one that was used to logon to a computer interactively. It is similar to the Unix commands <a href=""/wiki/Sudo"" title=""Sudo"">sudo</a> and <a href=""/wiki/Su_(Unix)"" title=""Su (Unix)"">su</a>, but the Unix commands generally require prior configuration by the system administrator to work for a particular user and/or command."
d3f:Command,Host (Unix),dbpedia,host is a simple utility for performing Domain Name System lookups.
d3f:Command,Write (Unix),dbpedia,"In Unix and Unix-like operating systems, write is a utility used to send messages to another user by writing a message directly to another user's TTY."
d3f:Command,WHOIS,dbpedia,"WHOIS (pronounced as the phrase ""who is"") is a query and response protocol that is widely used for querying databases that store the registered users or assignees of an Internet resource, such as a domain name, an IP address block or an autonomous system, but is also used for a wider range of other information. The protocol stores and delivers database content in a human-readable format. The current iteration of the WHOIS protocol was drafted by the Internet Society, and is documented in RFC 3912."
d3f:Command,Windows File Recovery  Windows File Recovery  1,dbpedia,"Windows File Recovery is a command-line utility created by Microsoft to recover deleted files. It can scan various storage devices such as hard drives, flash drives, and SD cards with different file systems. To use the Windows File Recovery tool, users need to download it from the Microsoft Store and initiate a file search using specific commands in the command prompt. This utility can be helpful in recovering recently deleted files."
d3f:Command,Chown,dbpedia,"The command chown /ˈtʃoʊn/, an abbreviation of change owner, is used on Unix and Unix-like operating systems to change the owner of file system files, directories. Unprivileged (regular) users who wish to change the group membership of a file that they own may use chgrp. The ownership of any file in the system may only be altered by a super-user. A user cannot give away ownership of a file, even when the user owns it. Similarly, only a member of a group can change a file's group ID to that group."
d3f:Command,Title (command),dbpedia,"In computing, title is a command in various command-line interpreters (shells) on Microsoft Windows and ReactOS that changes the title for the graphical terminal emulator window. The command is also used within DFS and ADFS to change the title of the disc in the current drive."
d3f:Command,Beep (sound),dbpedia,"A beep is a short, single tone, typically high-pitched, generally made by a computer or other machine. The term has its origin in onomatopoeia. The word ""beep-beep"" is recorded for the noise of a car horn in 1929, and the modern usage of ""beep"" for a high-pitched tone is attributed to Arthur C. Clarke in 1951."
d3f:Command,Strip (Unix),dbpedia,"In Unix, Plan 9, and Unix-like operating systems, the strip program removes information from executable binary programs and object files that is not essential or required for normal and correct execution, thus potentially resulting in better performance and sometimes significantly less disk space usage. The resulting file is a stripped binary."
d3f:Command,Chroot,dbpedia,"A chroot on Unix and Unix-like operating systems is an operation that changes the apparent root directory for the current running process and its children. A program that is run in such a modified environment cannot name (and therefore normally cannot access) files outside the designated directory tree. The term ""chroot"" may refer to the chroot(2) system call or the chroot(8) wrapper program. The modified environment is called a chroot jail."
d3f:Command,PIC (markup language),dbpedia,"In computing, Pic is a domain-specific programming language by Brian Kernighan for specifying line diagrams.The language contains predefined basic linear objects: line, move, arrow, and spline, the planarobjects box, circle, ellipse, arc, and definable composite elements.Objects are placed with respect to other objects or absolute coordinates.A liberal interpretation of the input invokesdefault parameters when objects are incompletely specified.An interpreter translates this description intoconcrete drawing commands in a variety of possible output formats.Pic is a procedural programming language, with variable assignment, macros, conditionals, and looping. The language is an example of a little language originally intended for the comfort of non-programmers in the Unix environment (Bentley"
d3f:Command,Fuser (Unix),dbpedia,"The Unix command fuser is used to show which processes are using a specified computer file, file system, or Unix socket."
d3f:Command,Echo (command),dbpedia,"In computing, echo is a command that outputs the strings that are passed to it as arguments. It is a command available in various operating system shells and typically used in shell scripts and batch files to output status text to the screen or a computer file, or as a source part of a pipeline."
d3f:Command,Dmesg,dbpedia,dmesg (diagnostic messages) is a command on most Unix-like operating systems that prints the message buffer of the kernel. The output includes messages produced by the device drivers.
d3f:Command,Nslookup,dbpedia,"nslookup (from name server lookup) is a network administration command-line tool for querying the Domain Name System (DNS) to obtain the mapping between domain name and IP address, or other DNS records."
d3f:Command,Split (Unix),dbpedia,"split is a utility on Unix, Plan 9, and Unix-like operating systems most commonly used to split a computer file into two or more smaller files."
d3f:Command,Chattr  chflags  1,dbpedia,"Chattr is a command line Linux utility that allows users to set or unset certain attributes to files and folders in order to secure them from accidental deletion or modification. It is particularly useful for system administrators and advanced users who want to enhance file management capabilities. The chattr command can be used to modify file attributes at the file system level, providing an extra layer of control and security. It is commonly used to make files immutable or allow them to be opened in append mode only. The lsattr command can be used to list the attributes set on files or directories. Overall, chattr provides more security and control for important files in Linux systems."
d3f:Command,Replace (command),dbpedia,"In computing, replace is a command that is used to replace one or more existing computer files or add new files to a target directory. Files with a hidden or system attribute set cannot be replaced using replace. The command lists all files that are replaced."
d3f:Command,Clipboard (computing)  clip  1,dbpedia,"The clipboard, also known as pasteboard, is a temporary storage location on a computer, phone, or tablet memory that holds cut or copied text or other data. It allows users to easily copy and paste information between different locations or applications. The clipboard retains its contents until something else is cut or copied or until the user logs out of the device. In Windows operating systems, the clipboard can be accessed by pressing Ctrl+C to copy, Ctrl+X to cut, and Ctrl+V to paste. Additionally, Windows 10 and 11 users can open the clipboard by pressing Windows + V, where they can view a list of items and pin specific ones for future use. The clip command is a tool that redirects the output of command line tools to the Windows clipboard, allowing users to paste the text output into other programs. The clip command is available on various Microsoft operating systems, including Windows Vista, 7, 8, 10, and 11."
d3f:Command,Od (Unix),dbpedia,"od is a command on various operating systems for displaying (""dumping"") data in various human-readable output formats. The name is an acronym for ""octal dump"" since it defaults to printing in the octal data format."
d3f:Command,Windows NT 6 booting process  bcdedit  1,dbpedia,"The Windows NT 6 booting process involves the use of the command-line tool BCDEdit to manage the Boot Configuration Data (BCD) store. BCDEdit allows users to create new stores, modify existing stores, add boot menu parameters, and perform other tasks related to the behavior of the operating system loader during boot. The tool can list operating system loader boot entries, boot manager entries, and default boot entries. It also enables enumeration for specific boot entries. BCDEdit replaces the boot.ini file in BIOS-based operating systems or nonvolatile RAM entries in EFI-based operating systems. BitLocker, a security feature, verifies the integrity of BCD settings during the boot process."
d3f:Command,Mv (Unix),dbpedia,"<b>mv</b> is a Unix command that moves one or more files or directories from one place to another. If both filenames are on the same filesystem, this results in a simple file rename; otherwise the file content is copied to the new location and the old file is removed. Using mv requires the user to have write permission for the directories the file will move between. This is because mv changes the content of both directories (i.e., the source and the target) involved in the move. When using the mv command on files located on the same filesystem, the file's timestamp is not updated."
d3f:Command,Nroff,dbpedia,"nroff (short for ""new roff"") is a text-formatting program on Unix and Unix-like operating systems. It produces output suitable for simple fixed-width printers and terminal windows. It is an integral part of the Unix help system, being used to format man pages for display. nroff and the related troff were both developed from the original roff. While nroff was intended to produce output on terminals and line printers, troff was intended to produce output on typesetting systems. Both used the same underlying markup and a single source file could normally be used by nroff or troff without change."
d3f:Command,Wall (Unix),dbpedia,wall (an abbreviation of write to all) is a Unix command-line utility that displays the contents of a computer file or standard input to all logged-in users. It is typically used by root to send out shutting down message to all users just before poweroff.
d3f:Command,Ptx (Unix),dbpedia,"ptx is a Unix utility, named after the permuted index algorithm which it uses to produce a search or concordance report in the Keyword in Context (KWIC) format. It is available on most Unix and Unix-like operating systems (e.g. Linux, FreeBSD). The GNU implementation uses extensions that are more powerful than the older SysV implementation.The command is available as a separate package for Microsoft Windows as part of the UnxUtils collection of native Win32 ports of common GNU Unix-like utilities."
d3f:Command,TYPE (DOS command),dbpedia,"In computing, type is a command in various command-line interpreters (shells) such as <a href=""/wiki/COMMAND.COM"" title=""COMMAND.COM"">COMMAND.COM</a>, <a href=""/wiki/Cmd.exe"" title=""Cmd.exe"">cmd.exe</a>, 4DOS/4NT and Windows PowerShell used to display the contents of specified files on the computer terminal. The analogous Unix command is cat."
d3f:Command,SYS (command),dbpedia,"In computing, sys is a command used in many operating system command-line shells and also in Microsoft BASIC."
d3f:Command,Seq (Unix),dbpedia,"On Unix-like computer systems, seq is a utility for generating a sequence of numbers."
d3f:Command,Systeminfo.exe,dbpedia,"In computing, systeminfo, is a command-line utility included in Microsoft Windows versions from Windows XP onwards and in ReactOS."
d3f:Command,Windows Registry  regini  1,dbpedia,"The Windows Registry regini command is a tool that allows users to modify the registry from the command line or a script. It applies changes that were preset in one or more text files. The Windows Registry is a collection of databases that store configuration settings for Microsoft Windows operating systems. To access the registry, users need to start Command Prompt as an administrator. The registry is organized into registry hives, which are groups of keys, subkeys, and values that have supporting files containing backups of their data. The supporting files for all hives, except HKEY_CURRENT_USER, are located in the %SystemRoot%\System32\Config folder."
d3f:Command,Share (command),dbpedia,"In computing, share is a command for DOS that allows software to perform file locks. Locking files became necessary when MS-DOS began allowing files to be accessed simultaneously by multiple programs, either through multitasking or networking."
d3f:Command,Fdisk,dbpedia,"In computing, the fdisk command-line utility provides disk-partitioning functions, preparatory to defining file systems. fdisk features in the DOS, DR FlexOS, IBM OS/2, and Microsoft Windows operating systems, and in certain ports of FreeBSD, NetBSD, OpenBSD, DragonFly BSD and macOS for compatibility reasons. In versions of the Windows NT operating-system line from Windows 2000 onwards, fdisk is replaced by a more advanced tool called <a href=""/wiki/Diskpart"" title=""Diskpart"">diskpart</a>. Similar utilities exist for Unix-like systems, for example, BSD disklabel."
d3f:Command,ATTRIB,dbpedia,"In computing, ATTRIB is a command in Intel ISIS-II, DOS, IBM OS/2, Microsoft Windows and ReactOS that allows the user to change various characteristics, or ""attributes"" of a computer file or directory. The command is also available in the EFI shell."
d3f:Command,Mesg,dbpedia,"<b>mesg</b> is a Unix command that sets or reports the permission other users have to write to the current user's terminal using the <a href=""/wiki/Talk_(software)"" title=""Talk (software)"">talk</a> and <a href=""/wiki/Write_(Unix)"" title=""Write (Unix)"">write</a> commands."
d3f:Command,Windows service,dbpedia,"In Windows NT operating systems, a Windows service is a computer program that operates in the background. It is similar in concept to a Unix daemon. A Windows service must conform to the interface rules and protocols of the Service Control Manager, the component responsible for managing Windows services. It is the Services and Controller app, services.exe, that launches all the services and manages their actions, such as start, end, etc."
d3f:Command,Md5sum,dbpedia,"md5sum is a computer program that calculates and verifies 128-bit MD5 hashes, as described in RFC 1321. The MD5 hash functions as a compact digital fingerprint of a file. As with all such hashing algorithms, there is theoretically an unlimited number of files that will have any given MD5 hash. However, it is very unlikely that any two non-identical files in the real world will have the same MD5 hash, unless they have been specifically created to have the same hash. The original C code was written by Ulrich Drepper and extracted from a 2001 release of glibc."
d3f:Command,Cksum,dbpedia,"<b>cksum</b> is a command in Unix and Unix-like operating systems that generates a checksum value for a file or stream of data. The cksum command reads each file given in its arguments, or standard input if no arguments are provided, and outputs the file's 32-bit cyclic redundancy check (CRC) checksum and byte count. The CRC output by cksum is different from the CRC-32 used in zip, PNG and zlib. The command is available as a separate package for Microsoft Windows as part of the UnxUtils collection of native Win32 ports of common GNU Unix-like utilities."
d3f:Command,Pkill,dbpedia,"pkill (see pgrep) is a command-line utility initially written for use with the Solaris 7 operating system in 1998. It has since been reimplemented for Linux and some BSDs. As with the kill and killall commands, pkill is used to send signals to processes. The pkill command allows the use of extended regular expression patterns and other matching criteria."
d3f:Command,Printf (Unix),dbpedia,"In Unix and Unix-like operating systems, printf (""print formatted"") is a shell builtin (and utility program) that formats and prints data. The command accepts a printf format string, which specifies methods for formatting items, and a list of items to be formatted. Named historically after the intention of printing to a printer, it now actually outputs to stdout. Characters in the format string are copied to the output or, if a % is encountered, are used to format an item. In addition to the standard formats, %b causes printf to expand backslash escape sequences (for example 
 for newline), and %q outputs an item that can be used as shell input. The format string is reused if there are more items than format specs. Unused format specs provide a zero value or null string."
d3f:Command,Compress,dbpedia,"compress is a Unix shell compression program based on the LZW compression algorithm. Compared to more modern compression utilities such as gzip and bzip2, compress performs faster and with less memory usage, at the cost of a significantly lower compression ratio. The uncompress utility will restore files to their original state after they have been compressed using the compress utility. If no files are specified, the standard input will be uncompressed to the standard output."
d3f:Command,Ps (Unix),dbpedia,"In most Unix and Unix-like operating systems, the ps program (short for ""process status"") displays the currently-running processes. A related Unix utility named <a href=""/wiki/Top_(software)"" title=""Top (software)"">top</a> provides a real-time view of the running processes."
d3f:Command,Del (command),dbpedia,"In computing, del (or erase) is a command in command-line interpreters (shells) such as <a href=""/wiki/COMMAND.COM"" title=""COMMAND.COM"">COMMAND.COM</a>, <a href=""/wiki/Cmd.exe"" title=""Cmd.exe"">cmd.exe</a>, 4DOS, NDOS, 4OS2, 4NT and Windows PowerShell. It is used to delete one or more files or directories from a file system."
d3f:Command,Shutdown (computing)  shutdown  1,dbpedia,"The shutdown command in computing is used to shut down a Windows 10 PC using Command Prompt. By typing ""shutdown /s"" into the Command Prompt window, the PC will shut down in less than one minute. To restart the PC, the command ""shutdown /r"" can be used instead. The command can also be canceled by entering ""shutdown /a"". The shutdown command can be used to shut down a Windows computer from the command line and has additional features not available in Windows."
d3f:Command,Lex (software),dbpedia,"Lex is a computer program that generates lexical analyzers (""scanners"" or ""lexers""). Lex is commonly used with the yacc parser generator. Lex, originally written by Mike Lesk and Eric Schmidt and described in 1975, is the standard lexical analyzer generator on many Unix systems, and an equivalent tool is specified as part of the POSIX standard. Lex reads an input stream specifying the lexical analyzer and writes source code which implements the lexical analyzer in the C programming language. In addition to C, some old versions of Lex could generate a lexer in Ratfor."
d3f:Command,Xargs,dbpedia,"xargs (short for ""extended arguments"" ) is a command on Unix and most Unix-like operating systems used to build and execute commands from standard input. It converts input from standard input into arguments to a command. A port of an older version of GNU xargs is available for Microsoft Windows as part of the UnxUtils collection of native Win32 ports of common GNU Unix-like utilities. A ground-up rewrite named wargs is part of the open-source TextTools project. The xargs command has also been ported to the IBM i operating system."
d3f:Command,Dsw (command),dbpedia,"dsw was a Unix command which enabled deletion of files with non-typeable characters. It was replaced by the same functionality implemented in <a href=""/wiki/Rm_(Unix)"" title=""Rm (Unix)"">rm</a>, namely <a href=""/wiki/Rm_(Unix)"" title=""Rm (Unix)"">rm</a> -i."
d3f:Command,Expand (Unix),dbpedia,"expand is a program that converts tab characters into groups of space characters, while maintaining correct alignment. It is available in Unix operating systems and many Unix-like operating systems. The command is available as a separate package for Microsoft Windows as part of the UnxUtils collection of native Win32 ports of common GNU Unix-like utilities."
d3f:Command,Cd (command),dbpedia,"The cd command, also known as chdir (change directory), is a command-line shell command used to change the current working directory in various operating systems. It can be used in shell scripts and batch files."
d3f:Command,Tput,dbpedia,"In computing, tput is a standard Unix operating system command which makes use of terminal capabilities. Depending on the system, tput uses the terminfo or termcap database, as well as looking into the environment for the terminal type."
d3f:Command,Cmp (Unix),dbpedia,"In computing, cmp is a command-line utility on Unix and Unix-like operating systems that compares two files of any type and writes the results to the standard output. By default, cmp is silent if the files are the same; if they differ, the byte and line number at which the first difference occurred is reported. The command is also available in the OS-9 shell."
d3f:Command,Ftype,dbpedia,"In computing, ftype is a command-line utility on Microsoft Windows that is used to display or change the link between a file type and an executable program."
d3f:Command,NTLDR,dbpedia,"NTLDR (abbreviation of NT loader) is the boot loader for all releases of Windows NT operating system from 1993 with the release of Windows NT 3.1 up until Windows XP and Windows Server 2003. From Windows Vista onwards it was replaced by the BOOTMGR bootloader. NTLDR is typically run from the primary storage device, but it can also run from portable storage devices such as a CD-ROM, USB flash drive, or floppy disk. NTLDR can also load a non NT-based operating system given the appropriate boot sector in a file. NTLDR requires, at the minimum, the following two files to be on the system volume:"
d3f:Command,Chsh,dbpedia,"chsh (an abbreviation of ""change shell"") is a command on Unix-like operating systems that is used to change a login shell. Users can either supply the pathname of the shell that they wish to change to on the command line, or supply no arguments, in which case chsh allows the user to change the shell interactively."
d3f:Command,Spell (Unix),dbpedia,"spell is the standard English language spell checker for Unix, Plan 9, and Unix-like operating systems. Appearing in Version 6 Unix, spell was originally written by Stephen C. Johnson of Bell Labs in 1975. Douglas McIlroy later improved its accuracy, performance, and memory use, and described his work and spell in general in his 1982 paper ""Development of a Spelling list"". cat ""$@"" | aspell -l --mode=none | sort -u"
d3f:Command,Vol (command),dbpedia,"In some operating systems, vol is a command within the command-line interpreters (shells) such as <a href=""/wiki/COMMAND.COM"" title=""COMMAND.COM"">COMMAND.COM</a> and <a href=""/wiki/Cmd.exe"" title=""Cmd.exe"">cmd.exe</a>. It is used to display the volume label and volume serial number of a logical drive, such as a hard disk partition or a floppy disk, if they exist."
d3f:Command,Fsck,dbpedia,"The system utility fsck (file system consistency check) is a tool for checking the consistency of a file system in Unix and Unix-like operating systems, such as Linux, macOS, and FreeBSD. A similar command, CHKDSK, exists in Microsoft Windows and its predecessor, MS-DOS."
d3f:Command,Dirname,dbpedia,"dirname is a standard computer program on Unix and Unix-like operating systems. When dirname is given a pathname, it will delete any suffix beginning with the last slash ('/') character and return the result. dirname is described in the Single UNIX Specification and is primarily used in shell scripts."
d3f:Command,NetBIOS over TCP/IP,dbpedia,"NetBIOS over TCP/IP (NBT, or sometimes NetBT) is a networking protocol that allows legacy computer applications relying on the NetBIOS API to be used on modern TCP/IP networks. NetBIOS was developed in the early 1980s, targeting very small networks (about a dozen computers). Some applications still use NetBIOS, and do not scale well in today's networks of hundreds of computers when NetBIOS is run over NBF. When properly configured, NBT allows those applications to be run on large TCP/IP networks (including the whole Internet, although that is likely to be subject to security problems) without change."
d3f:Command,Mkdir,dbpedia,"The mkdir (make directory) command in the Unix, DOS, DR FlexOS, IBM OS/2, Microsoft Windows, and ReactOS operating systems is used to make a new directory. It is also available in the EFI shell and in the PHP scripting language. In DOS, OS/2, Windows and ReactOS, the command is often abbreviated to <b>md</b>. The command is analogous to the Stratus OpenVOS create_dir command. MetaComCo TRIPOS and AmigaDOS provide a similar MakeDir command to create new directories. The numerical computing environments MATLAB and GNU Octave include an mkdir function with similar functionality."
d3f:Command,Nohup,dbpedia,"nohup is a POSIX command which means ""no hang up"". Its purpose is to execute a command such that it ignores the HUP (hangup) signal and therefore does not stop when the user logs out. Output that would normally go to the terminal goes to a file called nohup.out, if it has not already been redirected."
d3f:Command,Rm (Unix),dbpedia,"rm (short for remove) is a basic command on Unix and Unix-like operating systems used to remove objects such as computer files, directories and symbolic links from file systems and also special files such as device nodes, pipes and sockets, similar to the <a href=""/wiki/Del_(command)"" title=""Del (command)"">del</a> command in MS-DOS, OS/2, and Microsoft Windows. The command is also available in the EFI shell."
d3f:Command,Iostat,dbpedia,"iostat (input/output statistics) is a computer system monitor tool used to collect and show operating system storage input and output statistics. It is often used to identify performance issues with storage devices, including local disks, or remote disks accessed over network file systems such as NFS. It can also be used to provide information about terminal (TTY) input and output, and also includes some basic CPU information."
d3f:Command,Net (command),dbpedia,"In computing, net is a command in IBM OS/2 (including eComStation and ArcaOS), Microsoft Windows and ReactOS used to manage and configure the operating system from the command-line. It is also part of the IBM PC Network Program for DOS."
d3f:Command,Link (Unix),dbpedia,"The link utility is a Unix command line program that creates a hard link from an existing directory entry to a new directory entry. It does no more than call the link system function. It does not perform error checking before attempting to create the link. It returns an exit status that indicates whether the link was created (0 if successful, -1 if an error occurred). Creating a link to a directory entry that is itself a directory requires elevated privileges."
d3f:Command,Paste (Unix),dbpedia,"paste is a Unix command line utility which is used to join files horizontally (parallel merging) by outputting lines consisting of the sequentially corresponding lines of each file specified, separated by tabs, to the standard output."
d3f:Command,Findstr,dbpedia,"In computing, findstr is a command in the command-line interpreters (shells) of Microsoft Windows and ReactOS. It is used to search for a specific text string in computer files."
d3f:Command,Exit (command),dbpedia,"In computing, exit is a command used in many operating system command-line shells and scripting languages. The command causes the shell or program to terminate. If performed within an interactive command shell, the user is logged out of their current session, and/or user's current console or terminal connection is disconnected. Typically an optional exit code can be specified, which is typically a simple integer value that is then returned to the parent process."
d3f:Command,Roff (software),dbpedia,"roff is the first Unix text-formatting computer program, and a predecessor of the nroff and troff document processing systems. It was a Unix version of the runoff text-formatting program from Multics, which was a descendant of RUNOFF for CTSS (the first computerized text-formatting application)."
d3f:Command,Tee (command),dbpedia,"In computing, tee is a command in command-line interpreters (shells) using standard streams which reads standard input and writes it to both standard output and one or more files, effectively duplicating its input. It is primarily used in conjunction with pipes and filters. The command is named after the T-splitter used in plumbing."
d3f:Command,Graph (Unix),dbpedia,"In Unix, graph is a command-line utility used to draw plots from tabular data."
d3f:Command,Cat (Unix),dbpedia,"cat is a standard Unix utility that reads files sequentially, writing them to standard output. The name is derived from its function to (con)catenate files (from Latin catenare, ""to chain""). It has been ported to a number of operating systems."
d3f:Command,Logname,dbpedia,"In computer software, logname (stands for Login Name) is a program in Unix and Unix-like operating systems that prints the name of the user who is currently logged in on the terminal. It usually corresponds to the LOGNAME variable in the system-state environment (but this variable could have been modified)."
d3f:Command,Format (command),dbpedia,"In computing, format, a command-line utility that carries out disk formatting. It is a component of various operating systems, including 86-DOS, MS-DOS, IBM PC DOS and OS/2, Microsoft Windows and ReactOS."
d3f:Command,History (command),dbpedia,"In computing, various shells maintain a record of the commands issued by the user during the current session. The history command works with the command history list. When the command is issued with no options, it prints the history list. Users can supply options and arguments to the command to manipulate the display of the history list and its entries. The operation of the history command can also be influenced by a shell's environment variables. For example, an environment variable can be set to control the number of commands to retain in the list."
d3f:Command,Bc (programming language),dbpedia,"bc, for basic calculator (often referred to as bench calculator), is ""an arbitrary-precision calculator language"" with syntax similar to the C programming language. bc is typically used as either a mathematical scripting language or as an interactive mathematical shell."
d3f:Command,Directory (OpenVMS command),dbpedia,"In computer software, specifically the DCL command-line interface of the OpenVMS operating system, the DIRECTORY command (often abbreviated as DIR) is used to list the files inside a directory. It is analogous to the DOS dir and Unix ls commands."
d3f:Command,Hoc (programming language),dbpedia,"hoc, an acronym for High Order Calculator, is an interpreted programming language that was used in the 1984 book The Unix Programming Environment to demonstrate how to build interpreters using Yacc. hoc was developed by Brian Kernighan and Rob Pike as a glorified interactive calculator. Its basic functionality is to evaluate floating-point numerical expressions, e.g., <span class=""m"">1</span><span class=""o"">+</span><span class=""m"">2</span><span class=""o"">*</span>sin<span class=""p"">(</span><span class=""m"">0.7</span><span class=""p"">)</span>. Then, variables were added, conditionals, loops, user-defined functions, simple IO, and more, using a syntax resembling C."
d3f:Command,Ipconfig,dbpedia,"ipconfig (standing for ""Internet Protocol configuration"") is a console application program of some computer operating systems that displays all current TCP/IP network configuration values and refreshes Dynamic Host Configuration Protocol (DHCP) and Domain Name System (DNS) settings."
d3f:Command,LOADHIGH,dbpedia,"In computing, LOADHIGH (abbreviated LH) is an internal DOS command in COMMAND.COM that is used to load a program into the upper memory area (UMA) instead of conventional memory. The command was introduced with MS-DOS 5.0 / PC DOS 5.0 in 1991, copying the built-in HILOAD command earlier introduced with DR DOS 5.0 in 1990. DR DOS 6.0 added support for this naming variant as well in 1991."
d3f:Command,Nice (Unix),dbpedia,"<b>nice</b> is a program found on Unix and Unix-like operating systems such as Linux. It directly maps to a kernel call of the same name. nice is used to invoke a utility or shell script with a particular CPU priority, thus giving the process more or less CPU time than other processes. A niceness of -20 is the highest priority and 19 is the lowest priority. The default niceness for processes is inherited from its parent process and is usually 0."
